"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-03-02,42562,3989,23276,29140,17412,157
2020-03-03,43233,4436,23834,29839,17829,196
2020-03-04,43915,4932,24424,30577,18271,262
2020-03-05,44608,5482,25045,31355,18735,400
2020-03-06,45312,6090,25701,32176,19226,684
2020-03-07,46027,6764,26396,33046,19746,847
2020-03-08,46754,7509,27132,33968,20296,902
2020-03-09,47491,8332,27912,34944,20880,1139
2020-03-10,48241,9241,28741,35982,21500,1296
2020-03-11,49002,10242,29622,37085,22159,1567
2020-03-12,49775,11346,30560,38259,22861,2369
2020-03-13,50561,12559,31560,39511,23609,3062
2020-03-14,51359,13891,32625,40844,24406,3795
2020-03-15,52169,15351,33760,42265,25255,4838
2020-03-16,52992,16950,34971,43781,26161,6012
2020-03-17,53828,18696,36262,45398,27126,7156
2020-03-18,54678,20599,37638,47120,28156,8198
2020-03-19,55541,22669,39105,48957,29253,14138
2020-03-20,56417,24915,40666,50911,30421,18187
2020-03-21,57307,27344,42326,52989,31663,21463
2020-03-22,58212,29964,44088,55195,32981,24774
2020-03-23,59130,32782,45956,57534,34378,29212
2020-03-24,60063,35802,47932,60008,35856,31554
2020-03-25,61011,39026,50018,62619,37417,36508
2020-03-26,61974,42456,52215,65370,39060,42288
2020-03-27,62952,46088,54520,68256,40784,48582
2020-03-28,63945,49919,56932,71275,42589,52547
2020-03-29,64954,53941,59448,74425,44471,57298
2020-03-30,65979,58142,62060,77695,46425,61913
2020-03-31,67020,62508,64764,81080,48448,67366
2020-04-01,68078,67023,67550,84568,50532,73522
2020-04-02,69152,71666,70409,88148,52670,79696
2020-04-03,70243,76413,73328,91802,54854,85778
2020-04-04,71352,81240,76296,95518,57074,91714
2020-04-05,72478,86119,79298,99276,59320,95391
2020-04-06,73621,91022,82322,103062,61582,99225
2020-04-07,74783,95920,85352,106855,63849,103228
2020-04-08,75963,100785,88374,110639,66109,108202
2020-04-09,77162,105588,91375,114396,68354,113525
2020-04-10,78380,110302,94341,118109,70573,117658
2020-04-11,79616,114904,97260,121763,72757,120479
2020-04-12,80873,119371,100122,125346,74898,123016
2020-04-13,82149,123683,102916,128844,76988,125098
2020-04-14,83445,127825,105635,132248,79022,127584
2020-04-15,84762,131783,108272,135550,80994,130450
2020-04-16,86100,135548,110824,138745,82903,133830
2020-04-17,87458,139112,113285,141826,84744,137439
2020-04-18,88838,142473,115656,144794,86518,139897
2020-04-19,90240,145628,117934,147646,88222,141672
2020-04-20,91664,148579,120122,150385,89859,143457
2020-04-21,93111,151330,122220,153012,91428,145694
2020-04-22,94580,153885,124232,155530,92934,148046
2020-04-23,96072,156251,126162,157947,94377,150383
2020-04-24,97588,158436,128012,160263,95761,152438
2020-04-25,99128,160449,129788,162486,97090,154175
2020-04-26,100692,162298,131495,164623,98367,155193
2020-04-27,102281,163993,133137,166679,99595,156337
2020-04-28,103895,165544,134720,168661,100779,157641
2020-04-29,105535,166960,136248,170574,101922,159119
2020-04-30,107200,168251,137726,172424,103028,159119
