"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
174,2020-06-22,2,2,2,10
175,2020-06-23,2,2,2,13
176,2020-06-24,2,3,4,14
177,2020-06-25,2,3,4,15
178,2020-06-26,2,3,4,17
179,2020-06-27,2,3,4,17
180,2020-06-28,2,3,4,23
181,2020-06-29,2,3,4,27
182,2020-06-30,2,3,4,28
183,2020-07-01,2,3,4,30
184,2020-07-02,2,3,4,34
185,2020-07-03,2,3,4,NA
186,2020-07-04,3,4,5,NA
187,2020-07-05,3,4,5,NA
188,2020-07-06,3,4,5,NA
189,2020-07-07,3,4,5,NA
190,2020-07-08,3,4,5,NA
191,2020-07-09,3,4,5,NA
192,2020-07-10,3,4,5,NA
193,2020-07-11,3,4,5,NA
194,2020-07-12,4,5,6,NA
