"country","dias","otimista","casos_estimados","pessimista","estimativa_mortes","casos_confirmados","mortes_confirmadas","latitude","longitude","region"
"China","2019-12-30",13,13,13,1,27,0,35.86166,104.195397,"Asia"
"China","2019-12-31",16,16,16,1,27,0,35.86166,104.195397,"Asia"
"China","2020-01-01",19,20,21,1,27,0,35.86166,104.195397,"Asia"
"China","2020-01-02",24,25,26,1,44,0,35.86166,104.195397,"Asia"
"China","2020-01-03",30,31,32,2,44,0,35.86166,104.195397,"Asia"
"China","2020-01-04",37,38,39,2,59,0,35.86166,104.195397,"Asia"
"China","2020-01-05",46,47,48,3,59,0,35.86166,104.195397,"Asia"
"China","2020-01-06",57,59,61,3,59,0,35.86166,104.195397,"Asia"
"China","2020-01-07",71,73,75,4,59,0,35.86166,104.195397,"Asia"
"China","2020-01-08",88,90,92,5,59,0,35.86166,104.195397,"Asia"
"China","2020-01-09",109,112,115,6,59,1,35.86166,104.195397,"Asia"
"China","2020-01-10",135,139,143,8,59,1,35.86166,104.195397,"Asia"
"China","2020-01-11",167,172,177,10,59,1,35.86166,104.195397,"Asia"
"China","2020-01-12",208,214,220,12,59,1,35.86166,104.195397,"Asia"
"China","2020-01-13",258,265,272,15,59,2,35.86166,104.195397,"Asia"
"China","2020-01-14",320,329,338,18,59,2,35.86166,104.195397,"Asia"
"China","2020-01-15",397,408,419,23,59,2,35.86166,104.195397,"Asia"
"China","2020-01-16",493,506,519,28,63,2,35.86166,104.195397,"Asia"
"China","2020-01-17",610,627,644,35,80,3,35.86166,104.195397,"Asia"
"China","2020-01-18",756,777,798,43,216,3,35.86166,104.195397,"Asia"
"China","2020-01-19",937,963,989,54,235,6,35.86166,104.195397,"Asia"
"China","2020-01-20",1160,1192,1224,67,386,17,35.86166,104.195397,"Asia"
"China","2020-01-21",1435,1474,1513,82,526,17,35.86166,104.195397,"Asia"
"China","2020-01-22",1774,1822,1870,102,623,26,35.86166,104.195397,"Asia"
"China","2020-01-23",2190,2250,2310,126,882,41,35.86166,104.195397,"Asia"
"China","2020-01-24",2701,2775,2849,155,1323,56,35.86166,104.195397,"Asia"
"China","2020-01-25",3325,3416,3507,191,1988,81,35.86166,104.195397,"Asia"
"China","2020-01-26",4088,4199,4310,235,2775,106,35.86166,104.195397,"Asia"
"China","2020-01-27",5012,5149,5286,288,4528,132,35.86166,104.195397,"Asia"
"China","2020-01-28",6130,6297,6464,352,5994,170,35.86166,104.195397,"Asia"
"China","2020-01-29",7471,7675,7879,429,7734,213,35.86166,104.195397,"Asia"
"China","2020-01-30",9070,9317,9564,521,9714,259,35.86166,104.195397,"Asia"
"China","2020-01-31",10959,11258,11557,629,11809,304,35.86166,104.195397,"Asia"
"China","2020-02-01",13170,13529,13888,756,14399,361,35.86166,104.195397,"Asia"
"China","2020-02-02",15726,16154,16582,903,17211,426,35.86166,104.195397,"Asia"
"China","2020-02-03",18639,19147,19655,1070,20448,492,35.86166,104.195397,"Asia"
"China","2020-02-04",21909,22506,23103,1258,24320,564,35.86166,104.195397,"Asia"
"China","2020-02-05",25515,26210,26905,1465,28047,637,35.86166,104.195397,"Asia"
"China","2020-02-06",29414,30215,31016,1689,31207,723,35.86166,104.195397,"Asia"
"China","2020-02-07",33544,34458,35372,1926,34625,812,35.86166,104.195397,"Asia"
"China","2020-02-08",37823,38853,39883,2172,37232,909,35.86166,104.195397,"Asia"
"China","2020-02-09",42155,43303,44451,2420,40206,1017,35.86166,104.195397,"Asia"
"China","2020-02-10",46439,47704,48969,2666,42696,1114,35.86166,104.195397,"Asia"
"China","2020-02-11",50580,51958,53336,2904,44724,1368,35.86166,104.195397,"Asia"
"China","2020-02-12",54495,55980,57465,3129,59865,1381,35.86166,104.195397,"Asia"
"China","2020-02-13",58119,59702,61285,3337,64021,1524,35.86166,104.195397,"Asia"
"China","2020-02-14",61409,63082,64755,3526,66559,1666,35.86166,104.195397,"Asia"
"China","2020-02-15",64342,66095,67848,3694,68566,1771,35.86166,104.195397,"Asia"
"China","2020-02-16",66918,68741,70564,3842,70618,1869,35.86166,104.195397,"Asia"
"China","2020-02-17",69148,71032,72916,3970,72508,2008,35.86166,104.195397,"Asia"
"China","2020-02-18",71055,72991,74927,4080,74258,2120,35.86166,104.195397,"Asia"
"China","2020-02-19",72670,74650,76630,4173,74652,2238,35.86166,104.195397,"Asia"
"China","2020-02-20",74025,76042,78059,4250,75543,2347,35.86166,104.195397,"Asia"
"China","2020-02-21",75155,77202,79249,4315,76369,2445,35.86166,104.195397,"Asia"
"China","2020-02-22",76090,78163,80236,4369,77016,2595,35.86166,104.195397,"Asia"
"China","2020-02-23",76860,78954,81048,4413,77234,2665,35.86166,104.195397,"Asia"
"China","2020-02-24",77492,79603,81714,4449,77749,2717,35.86166,104.195397,"Asia"
"China","2020-02-25",78009,80134,82259,4479,78159,2746,35.86166,104.195397,"Asia"
"China","2020-02-26",78430,80567,82704,4503,78598,2790,35.86166,104.195397,"Asia"
"China","2020-02-27",78773,80919,83065,4523,78927,2837,35.86166,104.195397,"Asia"
"China","2020-02-28",79052,81205,83358,4539,79355,2872,35.86166,104.195397,"Asia"
"China","2020-02-29",79277,81437,83597,4552,79929,2914,35.86166,104.195397,"Asia"
"China","2020-03-01",79460,81625,83790,4562,80134,2946,35.86166,104.195397,"Asia"
"China","2020-03-02",79607,81776,83945,4571,80261,2983,35.86166,104.195397,"Asia"
"China","2020-03-03",79727,81899,84071,4578,80380,3014,35.86166,104.195397,"Asia"
"China","2020-03-04",79823,81998,84173,4583,80497,3044,35.86166,104.195397,"Asia"
"China","2020-03-05",79901,82078,84255,4588,80667,3072,35.86166,104.195397,"Asia"
"China","2020-03-06",79965,82143,84321,4591,80768,3099,35.86166,104.195397,"Asia"
"China","2020-03-07",80015,82195,84375,4594,80814,3122,35.86166,104.195397,"Asia"
"China","2020-03-08",80056,82237,84418,4597,80859,3139,35.86166,104.195397,"Asia"
"China","2020-03-09",80089,82271,84453,4599,80879,3161,35.86166,104.195397,"Asia"
"China","2020-03-10",80116,82298,84480,4600,80908,3172,35.86166,104.195397,"Asia"
"China","2020-03-11",80137,82320,84503,4601,80932,3179,35.86166,104.195397,"Asia"
"China","2020-03-12",80154,82338,84522,4602,80954,3194,35.86166,104.195397,"Asia"
"China","2020-03-13",80168,82352,84536,4603,80973,3203,35.86166,104.195397,"Asia"
"China","2020-03-14",80180,82364,84548,4604,80995,3216,35.86166,104.195397,"Asia"
"China","2020-03-15",80189,82373,84557,4604,81020,3225,35.86166,104.195397,"Asia"
"China","2020-03-16",80196,82381,84566,4605,81063,3241,35.86166,104.195397,"Asia"
"China","2020-03-17",80202,82387,84572,4605,81086,3249,35.86166,104.195397,"Asia"
"China","2020-03-18",80206,82391,84576,4605,81130,3253,35.86166,104.195397,"Asia"
"China","2020-03-19",80210,82395,84580,4605,81229,3259,35.86166,104.195397,"Asia"
"China","2020-03-20",80214,82399,84584,4606,81281,3265,35.86166,104.195397,"Asia"
"China","2020-03-21",80216,82401,84586,4606,81346,3274,35.86166,104.195397,"Asia"
"China","2020-03-22",80218,82403,84588,4606,81484,3281,35.86166,104.195397,"Asia"
"China","2020-03-23",80220,82405,84590,4606,81553,3285,35.86166,104.195397,"Asia"
"China","2020-03-24",80221,82406,84591,4606,81631,3291,35.86166,104.195397,"Asia"
"China","2020-03-25",80222,82407,84592,4606,81733,3296,35.86166,104.195397,"Asia"
"China","2020-03-26",80223,82408,84593,4606,81827,3299,35.86166,104.195397,"Asia"
"China","2020-03-27",80224,82409,84594,4606,81946,3304,35.86166,104.195397,"Asia"
"China","2020-03-28",80224,82409,84594,4606,82059,3306,35.86166,104.195397,"Asia"
"China","2020-03-29",80225,82410,84595,4606,82157,3309,35.86166,104.195397,"Asia"
"China","2020-03-30",80225,82410,84595,4606,82241,3310,35.86166,104.195397,"Asia"
"China","2020-03-31",80225,82410,84595,4606,82295,3316,35.86166,104.195397,"Asia"
"China","2020-04-01",80226,82411,84596,4606,82395,3326,35.86166,104.195397,"Asia"
"China","2020-04-02",80226,82411,84596,4606,82465,3330,35.86166,104.195397,"Asia"
"China","2020-04-03",80226,82411,84596,4606,82527,3333,35.86166,104.195397,"Asia"
"China","2020-04-04",80226,82411,84596,4606,82575,3335,35.86166,104.195397,"Asia"
"China","2020-04-05",80226,82411,84596,4606,82642,3335,35.86166,104.195397,"Asia"
"China","2020-04-06",80226,82411,84596,4606,82698,3337,35.86166,104.195397,"Asia"
"China","2020-04-07",80226,82411,84596,4606,82784,3339,35.86166,104.195397,"Asia"
"China","2020-04-08",80226,82411,84596,4606,82870,3340,35.86166,104.195397,"Asia"
"China","2020-04-09",80226,82411,84596,4606,82925,3343,35.86166,104.195397,"Asia"
"China","2020-04-10",80226,82411,84596,4606,83004,3343,35.86166,104.195397,"Asia"
"China","2020-04-11",80226,82411,84596,4606,83097,3345,35.86166,104.195397,"Asia"
"China","2020-04-12",80227,82412,84597,4606,83209,3345,35.86166,104.195397,"Asia"
"China","2020-04-13",80227,82412,84597,4606,83303,3346,35.86166,104.195397,"Asia"
"China","2020-04-14",80227,82412,84597,4606,83352,3346,35.86166,104.195397,"Asia"
"China","2020-04-15",80227,82412,84597,4606,83402,4636,35.86166,104.195397,"Asia"
"China","2020-04-16",80227,82412,84597,4606,83754,4636,35.86166,104.195397,"Asia"
"China","2020-04-17",80227,82412,84597,4606,83785,4636,35.86166,104.195397,"Asia"
"China","2020-04-18",80227,82412,84597,4606,83803,4636,35.86166,104.195397,"Asia"
"China","2020-04-19",80227,82412,84597,4606,83817,4636,35.86166,104.195397,"Asia"
"China","2020-04-20",80227,82412,84597,4606,83849,4636,35.86166,104.195397,"Asia"
"China","2020-04-21",80227,82412,84597,4606,83864,4636,35.86166,104.195397,"Asia"
"China","2020-04-22",80227,82412,84597,4606,83876,4636,35.86166,104.195397,"Asia"
"China","2020-04-23",80227,82412,84597,4606,83884,4636,35.86166,104.195397,"Asia"
"China","2020-04-24",80227,82412,84597,4606,83899,4636,35.86166,104.195397,"Asia"
"China","2020-04-25",80227,82412,84597,4606,83909,4637,35.86166,104.195397,"Asia"
"China","2020-04-26",80227,82412,84597,4606,83912,4637,35.86166,104.195397,"Asia"
"China","2020-04-27",80227,82412,84597,4606,83938,4637,35.86166,104.195397,"Asia"
"China","2020-04-28",80227,82412,84597,4606,83940,4637,35.86166,104.195397,"Asia"
"China","2020-04-29",80227,82412,84597,4606,83944,4637,35.86166,104.195397,"Asia"
"China","2020-04-30",80227,82412,84597,4606,83956,4637,35.86166,104.195397,"Asia"
"China","2020-05-01",80227,82412,84597,4606,83959,4637,35.86166,104.195397,"Asia"
"China","2020-05-02",80227,82412,84597,4606,83961,4637,35.86166,104.195397,"Asia"
"China","2020-05-03",80227,82412,84597,4606,83964,4637,35.86166,104.195397,"Asia"
"China","2020-05-04",80227,82412,84597,4606,83966,4637,35.86166,104.195397,"Asia"
"China","2020-05-05",80227,82412,84597,4606,83968,4637,35.86166,104.195397,"Asia"
"China","2020-05-06",80227,82412,84597,4606,83970,4637,35.86166,104.195397,"Asia"
"China","2020-05-07",80227,82412,84597,4606,83976,4637,35.86166,104.195397,"Asia"
"China","2020-05-08",80227,82412,84597,4606,83976,4633,35.86166,104.195397,"Asia"
"China","2020-05-09",80227,82412,84597,4606,82887,4633,35.86166,104.195397,"Asia"
"China","2020-05-10",80227,82412,84597,4606,NA,NA,35.86166,104.195397,"Asia"
"China","2020-05-11",80227,82412,84597,4606,NA,NA,35.86166,104.195397,"Asia"
"China","2020-05-12",80227,82412,84597,4606,NA,NA,35.86166,104.195397,"Asia"
"China","2020-05-13",80227,82412,84597,4606,NA,NA,35.86166,104.195397,"Asia"
"China","2020-05-14",80227,82412,84597,4606,NA,NA,35.86166,104.195397,"Asia"
"China","2020-05-15",80227,82412,84597,4606,NA,NA,35.86166,104.195397,"Asia"
"China","2020-05-16",80227,82412,84597,4606,NA,NA,35.86166,104.195397,"Asia"
"China","2020-05-17",80227,82412,84597,4606,NA,NA,35.86166,104.195397,"Asia"
"China","2020-05-18",80227,82412,84597,4606,NA,NA,35.86166,104.195397,"Asia"
"China","2020-05-19",80227,82412,84597,4606,NA,NA,35.86166,104.195397,"Asia"
"China","2020-05-20",80227,82412,84597,4606,NA,NA,35.86166,104.195397,"Asia"
"China","2020-05-21",80227,82412,84597,4606,NA,NA,35.86166,104.195397,"Asia"
"China","2020-05-22",80227,82412,84597,4606,NA,NA,35.86166,104.195397,"Asia"
"China","2020-05-23",80227,82412,84597,4606,NA,NA,35.86166,104.195397,"Asia"
"China","2020-05-24",80227,82412,84597,4606,NA,NA,35.86166,104.195397,"Asia"
"France","2019-12-30",1,1,1,0,0,0,46.227638,2.213749,"Europe"
"France","2019-12-31",1,1,1,0,0,0,46.227638,2.213749,"Europe"
"France","2020-01-01",1,1,1,0,0,0,46.227638,2.213749,"Europe"
"France","2020-01-02",1,1,1,0,0,0,46.227638,2.213749,"Europe"
"France","2020-01-03",1,1,1,0,0,0,46.227638,2.213749,"Europe"
"France","2020-01-04",1,1,1,0,0,0,46.227638,2.213749,"Europe"
"France","2020-01-05",1,1,1,0,0,0,46.227638,2.213749,"Europe"
"France","2020-01-06",2,2,2,0,0,0,46.227638,2.213749,"Europe"
"France","2020-01-07",2,2,2,0,0,0,46.227638,2.213749,"Europe"
"France","2020-01-08",2,2,2,0,0,0,46.227638,2.213749,"Europe"
"France","2020-01-09",2,2,2,0,0,0,46.227638,2.213749,"Europe"
"France","2020-01-10",3,3,3,0,0,0,46.227638,2.213749,"Europe"
"France","2020-01-11",3,3,3,0,0,0,46.227638,2.213749,"Europe"
"France","2020-01-12",4,4,4,1,0,0,46.227638,2.213749,"Europe"
"France","2020-01-13",4,4,4,1,0,0,46.227638,2.213749,"Europe"
"France","2020-01-14",4,5,6,1,0,0,46.227638,2.213749,"Europe"
"France","2020-01-15",4,5,6,1,0,0,46.227638,2.213749,"Europe"
"France","2020-01-16",5,6,7,1,0,0,46.227638,2.213749,"Europe"
"France","2020-01-17",6,7,8,1,0,0,46.227638,2.213749,"Europe"
"France","2020-01-18",6,7,8,1,0,0,46.227638,2.213749,"Europe"
"France","2020-01-19",7,8,9,1,0,0,46.227638,2.213749,"Europe"
"France","2020-01-20",9,10,11,1,0,0,46.227638,2.213749,"Europe"
"France","2020-01-21",10,11,12,2,0,0,46.227638,2.213749,"Europe"
"France","2020-01-22",11,12,13,2,0,0,46.227638,2.213749,"Europe"
"France","2020-01-23",12,14,16,2,0,0,46.227638,2.213749,"Europe"
"France","2020-01-24",14,16,18,2,3,0,46.227638,2.213749,"Europe"
"France","2020-01-25",16,18,20,3,3,0,46.227638,2.213749,"Europe"
"France","2020-01-26",18,20,22,3,3,0,46.227638,2.213749,"Europe"
"France","2020-01-27",20,23,26,3,3,0,46.227638,2.213749,"Europe"
"France","2020-01-28",23,26,29,4,4,0,46.227638,2.213749,"Europe"
"France","2020-01-29",26,30,34,4,5,0,46.227638,2.213749,"Europe"
"France","2020-01-30",30,34,38,5,6,0,46.227638,2.213749,"Europe"
"France","2020-01-31",34,38,42,6,6,0,46.227638,2.213749,"Europe"
"France","2020-02-01",38,43,48,6,6,0,46.227638,2.213749,"Europe"
"France","2020-02-02",43,49,55,7,6,0,46.227638,2.213749,"Europe"
"France","2020-02-03",49,55,61,8,6,0,46.227638,2.213749,"Europe"
"France","2020-02-04",56,63,70,9,6,0,46.227638,2.213749,"Europe"
"France","2020-02-05",63,71,79,11,6,0,46.227638,2.213749,"Europe"
"France","2020-02-06",72,81,90,12,6,0,46.227638,2.213749,"Europe"
"France","2020-02-07",81,92,103,14,11,0,46.227638,2.213749,"Europe"
"France","2020-02-08",92,104,116,15,11,0,46.227638,2.213749,"Europe"
"France","2020-02-09",104,118,132,18,11,0,46.227638,2.213749,"Europe"
"France","2020-02-10",118,134,150,20,11,0,46.227638,2.213749,"Europe"
"France","2020-02-11",133,151,169,22,11,0,46.227638,2.213749,"Europe"
"France","2020-02-12",152,172,192,26,11,0,46.227638,2.213749,"Europe"
"France","2020-02-13",172,195,218,29,11,1,46.227638,2.213749,"Europe"
"France","2020-02-14",195,221,247,33,11,1,46.227638,2.213749,"Europe"
"France","2020-02-15",221,250,279,37,11,1,46.227638,2.213749,"Europe"
"France","2020-02-16",250,283,316,42,12,1,46.227638,2.213749,"Europe"
"France","2020-02-17",284,321,358,48,12,1,46.227638,2.213749,"Europe"
"France","2020-02-18",322,364,406,54,12,1,46.227638,2.213749,"Europe"
"France","2020-02-19",365,413,461,62,12,1,46.227638,2.213749,"Europe"
"France","2020-02-20",413,468,523,70,12,1,46.227638,2.213749,"Europe"
"France","2020-02-21",468,530,592,79,12,1,46.227638,2.213749,"Europe"
"France","2020-02-22",531,601,671,90,12,1,46.227638,2.213749,"Europe"
"France","2020-02-23",601,680,759,101,12,1,46.227638,2.213749,"Europe"
"France","2020-02-24",681,771,861,115,12,1,46.227638,2.213749,"Europe"
"France","2020-02-25",772,874,976,130,14,2,46.227638,2.213749,"Europe"
"France","2020-02-26",874,990,1106,147,17,2,46.227638,2.213749,"Europe"
"France","2020-02-27",990,1121,1252,167,38,2,46.227638,2.213749,"Europe"
"France","2020-02-28",1122,1270,1418,189,57,2,46.227638,2.213749,"Europe"
"France","2020-02-29",1270,1438,1606,214,100,2,46.227638,2.213749,"Europe"
"France","2020-03-01",1438,1628,1818,242,130,3,46.227638,2.213749,"Europe"
"France","2020-03-02",1628,1843,2058,274,178,4,46.227638,2.213749,"Europe"
"France","2020-03-03",1842,2085,2328,311,212,4,46.227638,2.213749,"Europe"
"France","2020-03-04",2085,2360,2635,351,285,7,46.227638,2.213749,"Europe"
"France","2020-03-05",2358,2669,2980,397,423,9,46.227638,2.213749,"Europe"
"France","2020-03-06",2667,3019,3371,450,613,10,46.227638,2.213749,"Europe"
"France","2020-03-07",3015,3413,3811,508,716,19,46.227638,2.213749,"Europe"
"France","2020-03-08",3407,3857,4307,574,1126,30,46.227638,2.213749,"Europe"
"France","2020-03-09",3848,4356,4864,649,1412,33,46.227638,2.213749,"Europe"
"France","2020-03-10",4344,4918,5492,732,1784,48,46.227638,2.213749,"Europe"
"France","2020-03-11",4902,5550,6198,827,2281,61,46.227638,2.213749,"Europe"
"France","2020-03-12",5529,6259,6989,932,2876,79,46.227638,2.213749,"Europe"
