"dia_ano","dias","otimista","casos_estimados","pessimista","x"
162,2020-06-10,109,117,125,120
163,2020-06-11,114,122,130,124
164,2020-06-12,117,125,133,128
165,2020-06-13,120,129,138,130
166,2020-06-14,124,133,142,132
167,2020-06-15,128,137,146,136
168,2020-06-16,131,140,149,140
169,2020-06-17,134,143,152,149
170,2020-06-18,137,147,157,NA
171,2020-06-19,140,150,160,NA
172,2020-06-20,143,153,163,NA
173,2020-06-21,145,155,165,NA
174,2020-06-22,148,158,168,NA
175,2020-06-23,149,160,171,NA
176,2020-06-24,152,163,174,NA
