"dia_ano","dias","otimista","casos_estimados","pessimista","x"
162,2020-06-10,847,957,1067,975
163,2020-06-11,887,1003,1119,1013
164,2020-06-12,930,1051,1172,1039
165,2020-06-13,975,1102,1229,1069
166,2020-06-14,1022,1155,1288,1105
167,2020-06-15,1071,1210,1349,1145
168,2020-06-16,1123,1269,1415,1181
169,2020-06-17,1177,1330,1483,1222
170,2020-06-18,1233,1394,1555,NA
171,2020-06-19,1293,1461,1629,NA
172,2020-06-20,1355,1531,1707,NA
173,2020-06-21,1419,1604,1789,NA
174,2020-06-22,1488,1682,1876,NA
175,2020-06-23,1560,1763,1966,NA
176,2020-06-24,1634,1847,2060,NA
