"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
175,2020-06-23,0,0,0,21
176,2020-06-24,0,0,0,21
177,2020-06-25,0,0,0,22
178,2020-06-26,0,0,0,22
179,2020-06-27,0,0,0,22
180,2020-06-28,0,0,0,23
181,2020-06-29,0,0,0,23
182,2020-06-30,0,0,0,25
183,2020-07-01,0,0,0,26
184,2020-07-02,0,0,0,26
185,2020-07-03,0,0,0,28
186,2020-07-04,-2,1,4,NA
187,2020-07-05,-2,1,4,NA
188,2020-07-06,-2,1,4,NA
189,2020-07-07,-2,1,4,NA
190,2020-07-08,-2,1,4,NA
191,2020-07-09,-2,1,4,NA
192,2020-07-10,-4,2,8,NA
193,2020-07-11,-4,2,8,NA
194,2020-07-12,-4,2,8,NA
195,2020-07-13,-4,2,8,NA
