"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
166,2020-06-14,1,2,3,42
167,2020-06-15,1,2,3,45
168,2020-06-16,1,2,3,48
169,2020-06-17,1,2,3,53
170,2020-06-18,2,3,4,58
171,2020-06-19,2,3,4,61
172,2020-06-20,2,3,4,63
173,2020-06-21,2,4,6,68
174,2020-06-22,3,5,7,92
175,2020-06-23,3,5,7,93
176,2020-06-24,3,6,9,97
177,2020-06-25,4,7,10,NA
178,2020-06-26,4,8,12,NA
179,2020-06-27,5,9,13,NA
180,2020-06-28,5,10,15,NA
181,2020-06-29,6,12,18,NA
182,2020-06-30,7,13,19,NA
183,2020-07-01,8,15,22,NA
184,2020-07-02,9,17,25,NA
185,2020-07-03,11,20,29,NA
186,2020-07-04,12,23,34,NA
